sample_id,txId,sessionId,stationId,chargerId,locationUid,evseId,connectorId,sequenceNumber,sampleTime,timestamp,relativeTsSeconds,startTime,status,chargingState,isCharging,isPreparing,active,ended,startReason,stopReason,stopAvailable,soc,stateOfCharge,voltage,current,powerW,powerKw,currentDemand,currentReservation,targetCurrent,targetVoltage,evMaximumCurrent,evMaximumPowerKw,evMaximumVoltage,maxPowerKw,maxPowerKwActual,maxPowerKwPresent,maxPowerWPresent,chargedEnergyKwh,energyWh,energyWhEstimate,energyWhMeter,calculatedWh,calculatedWhStart,efficiency,environmentalTemperature,pinTemp,pin2temp,boardTemp,rtTemp,AFEHeatsinkTemp,DCDCHeatsinkTemp,evCommunicationActive,evCommunicationStandard,cableConnected,cablesLocked,commNotReady,commNotReadyReasons_count,evPresent,insulationTestStatus,insulationTestFailed,hwFailure,hwFailureReasons_count,alarms_count,errors_count,unavailableReason,chargingProtocol,plugType,plugTypeDetail,voltageCategory,vehicleMacAddress,vehicleRunId,current_error,current_error_abs,current_error_ratio,target_current_error,target_voltage_error,power_vi_error_w,temperature_to_ambient_delta,timestamp_gap_seconds,sequence_gap,missing_ratio,pmc_module_count,pmc_current_mean,pmc_current_std,pmc_current_gap,pmc_powerW_mean,pmc_powerW_std,pmc_powerW_gap,pmc_voltage_mean,pmc_voltage_std,pmc_voltage_gap,pmc_boardTemp_mean,pmc_boardTemp_std,pmc_rtTemp_mean,pmc_AFEHeatsinkTemp_mean,pmc_DCDCHeatsinkTemp_mean,pmc_temp_gap,pmc_voltageTHD_mean,pmc_voltageTHD_max,scenario,anomaly_start_relative_s,anomaly_end_relative_s,label_current_anomaly,label_future_anomaly_5min,label_future_anomaly_10min,label_future_anomaly_15min,label_source
S000002_0073,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66212,2025-12-10T06:56:10Z,2025-12-10T06:56:10Z,730,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,24.049,24.049,650.878,73.277,47510.047,47.51,76.819,86.577,79.456,770.0,500.0,50.0,780.0,50.0,48.199,50.341,50340.644,9.02733,9027.334,1980037.919,1979326.238,1979008.036,1969980.702,0.95353,2.143,4.4,4.333,4.575,7.04,10.693,9.549,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,3.542,3.542,0.04611,6.179,119.122,-184.601,7.406,10,0,0.0,4,17.455,0.462,1.145,11919.327,170.607,449.903,651.058,0.724,1.8,4.05,0.334,5.748,10.607,9.669,8.045,1.172,1.395,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0074,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66213,2025-12-10T06:56:20Z,2025-12-10T06:56:20Z,740,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,24.207,24.207,650.609,71.063,46630.476,46.63,76.63,93.934,84.229,770.0,500.0,50.0,780.0,50.0,47.086,50.341,50340.644,9.14917,9149.168,1979309.472,1978945.43,1979129.87,1969980.702,0.94059,2.143,4.997,4.037,6.297,6.618,9.791,9.819,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,5.567,5.567,0.07265,13.166,119.391,396.306,7.676,10,0,0.0,4,18.04,0.581,1.444,11568.751,200.55,498.402,651.277,0.876,2.474,5.635,0.789,6.71,10.716,9.278,6.651,1.458,1.777,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0075,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66214,2025-12-10T06:56:30Z,2025-12-10T06:56:30Z,750,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,24.377,24.377,654.002,76.036,49585.099,49.585,75.687,87.269,75.937,770.0,500.0,50.0,780.0,50.0,50.341,50.341,50340.644,9.28028,9280.284,1978381.9,1979204.51,1979260.985,1969980.702,0.95193,2.143,5.151,3.875,5.879,5.866,8.194,10.284,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,-0.349,0.349,0.00461,-0.099,115.998,-142.435,8.141,10,0,0.0,4,18.769,0.733,1.805,12180.214,98.276,273.678,653.449,0.494,1.239,5.077,0.231,6.152,8.121,9.852,5.344,1.06,1.107,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0076,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66215,2025-12-10T06:56:40Z,2025-12-10T06:56:40Z,760,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,24.549,24.549,653.234,77.236,50177.928,50.178,76.542,88.729,83.109,770.0,500.0,50.0,780.0,50.0,50.341,50.341,50340.644,9.4129,9412.898,1979253.455,1979180.369,1979393.6,1969980.702,0.95144,2.143,5.288,4.172,5.599,7.556,10.614,10.21,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,-0.694,0.694,0.00907,5.873,116.766,-275.415,8.067,10,0,0.0,4,20.756,0.65,1.757,12726.005,183.19,411.457,654.555,0.482,1.228,5.37,0.525,7.209,10.105,10.012,6.13,1.138,1.47,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0077,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66216,2025-12-10T06:56:50Z,2025-12-10T06:56:50Z,770,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,24.724,24.724,652.1,78.954,51014.308,51.014,76.502,89.508,78.481,770.0,500.0,50.0,780.0,50.0,50.341,50.341,50340.644,9.54752,9547.516,1978961.018,1979407.376,1979528.218,1969980.702,0.94998,2.143,5.121,5.154,5.616,6.949,9.729,10.486,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,-2.452,2.452,0.03206,-0.474,117.9,-471.835,8.343,10,0,0.0,4,19.765,1.93,5.001,12837.124,161.446,430.448,652.545,0.716,1.698,6.079,0.978,6.715,9.162,10.221,5.983,1.19,1.395,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0078,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66217,2025-12-10T06:57:00Z,2025-12-10T06:57:00Z,780,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,24.889,24.889,659.029,72.199,47365.388,47.365,75.508,92.351,86.459,770.0,500.0,50.0,780.0,50.0,47.382,50.341,50340.644,9.67487,9674.869,1979423.17,1979581.83,1979655.571,1969980.702,0.96794,2.143,5.567,3.912,6.04,8.761,9.089,10.332,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,3.309,3.309,0.04383,14.26,110.971,-215.99,8.19,10,0,0.0,4,18.479,0.856,2.085,11788.703,107.378,268.611,659.322,1.752,4.69,5.555,0.409,8.502,8.996,9.971,5.714,1.029,1.311,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0079,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66218,2025-12-10T06:57:10Z,2025-12-10T06:57:10Z,790,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,25.053,25.053,657.612,72.253,47461.596,47.462,76.033,96.999,85.924,770.0,500.0,50.0,780.0,50.0,50.341,50.341,50340.644,9.8012,9801.203,1980217.659,1980047.336,1979781.904,1969980.702,0.95825,2.143,5.372,4.127,6.064,8.089,9.411,10.188,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,3.78,3.78,0.04972,13.672,112.388,-52.513,8.045,10,0,0.0,4,18.028,1.557,3.758,11818.964,76.757,214.504,657.416,0.773,2.1,5.887,0.809,9.131,9.623,11.245,8.062,1.178,1.473,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0080,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66219,2025-12-10T06:57:20Z,2025-12-10T06:57:20Z,800,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,25.226,25.226,653.334,75.928,50111.67,50.112,74.759,83.353,78.002,770.0,500.0,50.0,780.0,50.0,50.341,50.341,50340.644,9.93467,9934.67,1979735.163,1979610.905,1979915.372,1969980.702,0.95883,2.143,4.634,5.782,6.36,7.158,9.329,11.034,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,-1.169,1.169,0.01564,2.074,116.666,505.195,8.892,10,0,0.0,4,17.751,0.604,1.542,12598.89,93.811,258.452,652.944,1.623,4.106,5.712,0.908,7.224,8.724,10.825,6.889,1.055,1.469,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0081,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66220,2025-12-10T06:57:30Z,2025-12-10T06:57:30Z,810,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,25.378,25.378,657.928,68.211,44409.517,44.41,75.996,83.894,85.12,770.0,500.0,50.0,780.0,50.0,48.064,50.341,50340.644,10.05156,10051.559,1980194.895,1980130.968,1980032.261,1969980.702,0.94754,2.143,4.626,4.534,6.381,6.001,10.034,11.03,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,7.785,7.785,0.10244,16.91,112.072,-468.234,8.888,10,0,0.0,4,17.331,0.864,2.324,10986.936,149.406,397.546,659.05,0.603,1.595,6.229,0.702,5.352,10.092,10.937,9.659,1.356,1.529,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0082,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66221,2025-12-10T06:57:40Z,2025-12-10T06:57:40Z,820,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,25.534,25.534,656.977,68.938,45332.914,45.333,75.482,81.58,85.894,770.0,500.0,50.0,780.0,50.0,46.681,50.341,50340.644,10.17183,10171.828,1979382.605,1980333.19,1980152.53,1969980.702,0.95509,2.143,4.244,5.322,6.044,7.042,8.366,10.985,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,6.544,6.544,0.0867,16.956,113.023,42.496,8.842,10,0,0.0,4,18.141,1.753,4.304,11320.711,157.787,329.902,656.228,0.994,2.482,6.12,0.808,6.892,8.382,11.516,7.792,1.166,1.428,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0083,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66222,2025-12-10T06:57:50Z,2025-12-10T06:57:50Z,830,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,25.695,25.695,654.657,72.253,47432.25,47.432,76.376,99.565,87.525,770.0,500.0,50.0,780.0,50.0,48.348,50.341,50340.644,10.29608,10296.082,1980414.537,1980421.413,1980276.784,1969980.702,0.94306,2.143,4.975,3.78,5.911,7.386,8.572,9.739,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,4.122,4.122,0.05397,15.272,115.343,130.994,7.597,10,0,0.0,4,17.839,1.032,2.721,11720.581,57.942,153.361,655.006,0.779,1.988,6.531,0.57,6.808,8.966,9.157,5.365,1.134,1.288,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0084,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66223,2025-12-10T06:58:00Z,2025-12-10T06:58:00Z,840,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,25.859,25.859,655.492,73.432,48027.622,48.028,75.919,96.885,81.956,770.0,500.0,50.0,780.0,50.0,48.967,50.341,50340.644,10.42192,10421.917,1979501.151,1980430.609,1980402.619,1969980.702,0.94322,2.143,4.949,4.368,5.569,7.235,9.689,10.539,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,2.487,2.487,0.03275,8.524,114.508,-106.667,8.396,10,0,0.0,4,18.614,0.994,2.32,12000.084,172.019,443.724,655.005,1.862,5.118,5.52,0.262,6.736,9.977,11.035,6.556,1.093,1.408,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0085,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66224,2025-12-10T06:58:10Z,2025-12-10T06:58:10Z,850,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,26.016,26.016,657.707,69.309,45931.169,45.931,74.196,87.662,78.714,770.0,500.0,50.0,780.0,50.0,49.388,50.341,50340.644,10.54338,10543.382,1980731.115,1980477.031,1980524.084,1969980.702,0.95202,2.143,5.931,4.489,6.058,6.697,9.753,9.652,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,4.887,4.887,0.06587,9.405,112.293,346.13,7.51,10,0,0.0,4,17.865,0.471,1.157,11543.161,204.66,527.744,657.103,1.982,4.843,5.8,0.58,7.596,9.57,8.93,5.606,1.239,1.555,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0086,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66225,2025-12-10T06:58:20Z,2025-12-10T06:58:20Z,860,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,26.179,26.179,656.229,71.735,47097.695,47.098,74.651,89.087,84.829,770.0,500.0,50.0,780.0,50.0,50.072,50.341,50340.644,10.66903,10669.035,1979999.558,1980695.931,1980649.737,1969980.702,0.96045,2.143,5.069,4.524,5.69,6.68,10.092,9.85,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,2.916,2.916,0.03906,13.094,113.771,23.093,7.707,10,0,0.0,4,17.243,0.7,1.829,11760.51,191.048,495.993,656.909,2.207,5.767,5.224,0.631,6.63,9.849,10.277,7.137,1.238,1.736,normal,,,0,0,0,0,normal_or_no_weak_label
S000002_0087,tx-000002-934085,S000002,CSIPV-EUSY-035,CSIPV-EUSY-035,LOC-0004,3,2,66226,2025-12-10T06:58:30Z,2025-12-10T06:58:30Z,870,2025-12-10T06:44:00Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,26.342,26.342,660.151,71.032,47305.632,47.306,75.74,89.79,80.895,770.0,500.0,50.0,780.0,50.0,49.156,50.341,50340.644,10.7942,10794.196,1980912.154,1980784.103,1980774.898,1969980.702,0.95249,2.143,5.355,4.441,5.83,7.253,9.648,11.612,True,DIN,True,True,False,0,True,PASSED,False,False,0,0,0,,DIN70121,CCS2,CCS2,800V,6A:3D:FB:43:FE:63,7D:66:C1:D6:73:F0,4.708,4.708,0.06216,9.863,109.849,413.846,9.469,10,0,0.0,4,18.38,1.841,4.764,11925.019,86.486,206.688,661.002,1.28,3.107,5.929,0.626,7.007,9.456,10.966,7.063,1.086,1.212,normal,,,0,0,0,0,normal_or_no_weak_label
S000003_0000,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63537,2025-12-10T07:03:40Z,2025-12-10T07:03:40Z,0,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,53.748,53.748,704.546,53.217,37206.761,37.207,59.518,68.073,61.823,770.0,500.0,120.0,780.0,120.0,81.544,116.492,116492.062,0.094,94.003,1705346.362,1705299.345,1705105.783,1705011.779,0.90955,17.881,19.583,17.978,20.394,19.542,23.191,23.24,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,6.301,6.301,0.10587,8.606,65.454,-287.066,5.359,10,0,0.0,4,13.952,0.908,2.337,9302.535,117.249,307.443,703.958,0.89,2.107,20.056,0.56,19.036,23.455,23.483,7.5,1.09,1.274,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0001,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63538,2025-12-10T07:03:50Z,2025-12-10T07:03:50Z,10,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,53.847,53.847,699.729,60.63,42414.854,42.415,60.45,73.558,60.514,770.0,500.0,120.0,780.0,120.0,81.544,116.492,116492.062,0.20099,200.986,1704450.422,1705184.836,1705212.765,1705011.779,0.90802,17.881,19.674,18.244,19.805,20.365,22.996,24.916,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,-0.181,0.181,0.00299,-0.116,70.271,-9.894,7.034,10,0,0.0,4,15.206,2.377,5.707,10744.288,162.591,408.785,700.544,1.007,2.787,19.76,0.521,20.788,23.291,24.515,5.984,0.989,1.193,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0002,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63539,2025-12-10T07:04:00Z,2025-12-10T07:04:00Z,20,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,53.944,53.944,702.464,59.493,41814.365,41.814,59.586,66.185,67.337,770.0,500.0,120.0,780.0,120.0,81.544,116.492,116492.062,0.30658,306.576,1705080.141,1705159.74,1705318.355,1705011.779,0.90908,17.881,20.073,20.126,20.597,21.424,22.034,23.179,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,0.093,0.093,0.00157,7.844,67.536,22.694,5.298,10,0,0.0,4,16.189,1.283,3.369,10534.635,97.727,268.991,702.038,1.307,3.277,20.723,0.791,21.377,21.838,22.988,3.284,1.161,1.541,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0003,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63540,2025-12-10T07:04:10Z,2025-12-10T07:04:10Z,30,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,54.082,54.082,705.7,83.206,58524.779,58.525,84.379,94.567,95.164,770.0,500.0,120.0,780.0,120.0,81.544,116.492,116492.062,0.45562,455.618,1705606.989,1705454.108,1705467.397,1705011.779,0.91679,17.881,20.156,19.089,20.507,20.385,23.55,24.896,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,1.173,1.173,0.0139,11.958,64.3,-193.53,7.015,10,0,0.0,4,19.544,1.484,4.151,14640.93,68.634,191.433,705.656,1.168,3.066,20.58,0.362,20.658,22.936,25.407,5.913,1.206,1.697,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0004,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63541,2025-12-10T07:04:20Z,2025-12-10T07:04:20Z,40,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,54.26,54.26,703.51,110.461,77381.39,77.381,115.773,126.023,119.98,770.0,500.0,120.0,780.0,120.0,81.544,116.492,116492.062,0.64836,648.356,1705603.681,1705482.901,1705660.135,1705011.779,0.89667,17.881,20.652,19.337,21.423,22.237,22.963,25.893,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,5.312,5.312,0.04588,9.519,66.49,-329.073,8.012,10,0,0.0,4,27.616,2.059,5.372,19499.311,74.776,194.212,704.311,1.417,3.274,21.504,0.661,22.148,23.542,26.318,6.999,1.093,1.337,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0005,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63542,2025-12-10T07:04:30Z,2025-12-10T07:04:30Z,50,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,54.493,54.493,706.309,140.387,99536.363,99.536,139.65,145.925,146.682,770.0,500.0,120.0,780.0,120.0,101.195,116.492,116492.062,0.90112,901.121,1707239.749,1705772.528,1705912.9,1705011.779,0.91419,17.881,20.041,20.536,21.825,23.383,23.74,24.774,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,-0.737,0.737,0.00528,6.295,63.691,379.994,6.892,10,0,0.0,4,35.967,1.32,3.699,25012.676,182.753,464.624,706.406,1.656,4.101,21.368,1.041,23.452,23.391,24.604,5.743,1.3,1.682,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0006,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63543,2025-12-10T07:04:40Z,2025-12-10T07:04:40Z,60,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,54.766,54.766,707.366,167.157,116851.472,116.851,165.628,171.218,175.291,770.0,500.0,120.0,780.0,120.0,116.492,116.492,116492.062,1.1969,1196.903,1706149.463,1706351.273,1706208.682,1705011.779,0.91125,17.881,20.728,20.205,20.662,22.518,25.27,25.254,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,-1.529,1.529,0.00923,8.135,62.634,-1389.377,7.373,10,0,0.0,4,40.456,1.101,3.101,29101.866,120.653,298.568,707.966,0.873,2.469,20.684,0.447,22.147,25.443,24.806,6.096,1.279,1.466,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0007,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63544,2025-12-10T07:04:50Z,2025-12-10T07:04:50Z,70,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,55.036,55.036,705.048,163.051,115067.945,115.068,170.201,182.495,172.921,770.0,500.0,120.0,780.0,120.0,115.932,116.492,116492.062,1.48894,1488.945,1706062.793,1706206.945,1706500.724,1705011.779,0.91368,17.881,20.938,20.131,20.017,22.586,24.849,26.325,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,7.15,7.15,0.04201,9.87,64.952,109.288,8.443,10,0,0.0,4,40.392,1.603,3.925,28868.321,106.393,280.884,704.651,1.269,3.518,20.117,0.516,22.712,24.979,25.977,7.551,1.327,1.45,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0008,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63545,2025-12-10T07:05:00Z,2025-12-10T07:05:00Z,80,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,55.299,55.299,704.809,161.019,113354.761,113.355,170.259,176.599,176.461,770.0,500.0,120.0,780.0,120.0,113.873,116.492,116492.062,1.77448,1774.481,1706867.208,1706773.633,1706786.26,1705011.779,0.90683,17.881,20.328,20.988,22.016,22.725,24.687,25.301,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,9.24,9.24,0.05427,15.442,65.191,-132.593,7.419,10,0,0.0,4,41.051,1.266,3.213,28347.716,277.102,685.766,704.862,1.193,3.191,21.998,0.989,23.102,24.801,25.493,5.53,1.321,1.407,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0009,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63546,2025-12-10T07:05:10Z,2025-12-10T07:05:10Z,90,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,55.575,55.575,708.468,167.066,118292.756,118.293,169.38,176.909,170.363,770.0,500.0,120.0,780.0,120.0,116.492,116.492,116492.062,2.07338,2073.376,1707060.9,1707082.028,1707085.155,1705011.779,0.90963,17.881,20.925,20.867,20.988,23.055,24.371,26.5,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,2.313,2.313,0.01366,3.297,61.532,-68.204,8.618,10,0,0.0,4,41.244,0.984,2.361,29640.413,200.439,507.089,708.783,0.918,2.097,21.136,0.542,23.212,25.062,26.49,6.857,1.16,1.321,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
S000003_0010,tx-000003-745840,S000003,CSIPV-EUSY-011,CSIPV-EUSY-011,LOC-0009,4,3,63547,2025-12-10T07:05:20Z,2025-12-10T07:05:20Z,100,2025-12-10T07:03:40Z,Charging,Charging,True,False,True,False,CablePluggedIn,,True,55.845,55.845,707.131,164.352,115767.521,115.768,169.7,176.061,171.636,770.0,500.0,120.0,780.0,120.0,115.926,116.492,116492.062,2.36631,2366.312,1707459.595,1707456.382,1707378.091,1705011.779,0.91094,17.881,21.585,20.572,23.4,23.708,24.458,26.819,True,ISO,True,True,False,0,True,PASSED,False,False,0,0,0,,ISO15118,CCS2,CCS2,800V,02:5A:E9:87:22:D0,7D:66:C1:17:5F:24,5.348,5.348,0.03151,7.284,62.869,-450.901,8.937,10,0,0.0,4,42.08,1.188,3.025,28883.367,120.022,293.241,707.8,0.887,2.418,23.554,1.337,22.769,24.234,27.362,7.333,1.16,1.543,efficiency_decline,480.0,1270.0,0,0,1,1,normal_or_no_weak_label
